Customer_ID,Acquisition Week,Weeks Since Acquisition,Retention Percentage,Monetary Value,Churn Probability,Prescriptive Action,Projected 12-Week Revenue_At_Risk,Net Protected Revenue (25%)
322,48,3,0.5291,554.42,0.1226,HOLD: Monitor Only,20.39,0.0
323,25,8,0.2833,594.78,0.5185,HOLD: Monitor Only,92.51,0.0
324,35,5,0.428,5700.07,0.9849,DEPLOY: $15 VIP Win-Back Coupon,1684.25,421.06
325,25,28,0.0826,687.76,0.4202,HOLD: Monitor Only,86.71,0.0
326,29,16,0.1362,10809.17,0.0966,HOLD: Monitor Only,313.27,0.0
327,18,15,0.1265,961.25,0.1632,HOLD: Monitor Only,47.07,0.0
328,46,6,0.3816,2919.43,0.2703,HOLD: Monitor Only,236.7,0.0
329,18,30,0.084,3897.56,0.8001,DEPLOY: $15 VIP Win-Back Coupon,935.58,233.89
330,2,2,0.6387,534.38,0.4188,HOLD: Monitor Only,67.14,0.0
331,35,3,0.5539,340.72,0.6643,HOLD: Monitor Only,67.9,0.0
332,16,36,0.0158,2538.83,0.4947,HOLD: Monitor Only,376.82,0.0
333,41,4,0.4835,1296.35,0.1159,HOLD: Monitor Only,45.09,0.0
334,36,9,0.2226,3288.34,0.2915,HOLD: Monitor Only,287.55,0.0
335,33,11,0.2014,359.68,0.8133,DEPLOY: $5 Standard Discount Email,87.75,21.94
336,4,41,0.0715,1178.37,0.4618,HOLD: Monitor Only,163.25,0.0
337,33,12,0.1398,1453.59,0.1779,HOLD: Monitor Only,77.59,0.0
338,14,10,0.2532,97.03,0.2721,HOLD: Monitor Only,7.92,0.0
339,21,15,0.1277,5970.28,0.8454,DEPLOY: $15 VIP Win-Back Coupon,1514.15,378.54
340,48,2,0.6421,728.56,0.8765,DEPLOY: $5 Standard Discount Email,191.57,47.89
341,20,1,0.7285,10927.02,0.1434,HOLD: Monitor Only,470.14,0.0
342,8,29,0.0261,787.3,0.1183,HOLD: Monitor Only,27.94,0.0
343,7,29,0.0447,967.2,0.996,DEPLOY: $5 Standard Discount Email,289.0,72.25
344,3,11,0.2456,407.36,0.6773,HOLD: Monitor Only,82.77,0.0
345,17,9,0.2355,7157.64,0.2028,HOLD: Monitor Only,435.36,0.0
346,33,11,0.1719,3118.15,0.8774,DEPLOY: $15 VIP Win-Back Coupon,820.74,205.19
347,48,2,0.6455,9702.73,0.1774,HOLD: Monitor Only,516.42,0.0
348,12,14,0.1462,1409.77,0.6321,HOLD: Monitor Only,267.33,0.0
349,51,0,0.8435,1719.76,0.5182,HOLD: Monitor Only,267.34,0.0
350,22,25,0.0691,240.23,0.4008,HOLD: Monitor Only,28.88,0.0
351,22,1,0.7515,855.04,0.3454,HOLD: Monitor Only,88.59,0.0
352,46,1,0.7268,2218.53,0.5507,HOLD: Monitor Only,366.5,0.0
353,30,11,0.2075,2877.4,0.8979,DEPLOY: $15 VIP Win-Back Coupon,775.09,193.77
354,38,2,0.6631,16134.66,0.1333,HOLD: Monitor Only,645.05,0.0
355,38,9,0.2375,196.15,0.9566,DEPLOY: $5 Standard Discount Email,56.29,14.07
356,45,6,0.3288,2381.17,0.2262,HOLD: Monitor Only,161.61,0.0
357,51,1,0.752,1151.15,0.2368,HOLD: Monitor Only,81.77,0.0
358,8,31,0.1077,1979.51,0.0982,HOLD: Monitor Only,58.3,0.0
359,27,16,0.1224,2045.22,0.9796,DEPLOY: $5 Standard Discount Email,601.06,150.27
360,27,5,0.4319,1437.38,0.3545,HOLD: Monitor Only,152.86,0.0
361,34,14,0.142,464.18,0.9671,DEPLOY: $5 Standard Discount Email,134.67,33.67
362,21,2,0.6744,371.47,0.4761,HOLD: Monitor Only,53.05,0.0
363,30,5,0.4263,1315.68,0.8764,DEPLOY: $5 Standard Discount Email,345.92,86.48
364,33,2,0.6389,328.74,0.0985,HOLD: Monitor Only,9.72,0.0
365,28,0,0.8682,1578.95,0.0634,HOLD: Monitor Only,30.05,0.0
366,47,5,0.4182,1334.03,0.4337,HOLD: Monitor Only,173.57,0.0
367,33,12,0.1565,95.58,0.6838,HOLD: Monitor Only,19.61,0.0
368,5,31,0.0753,18404.23,0.1183,HOLD: Monitor Only,653.09,0.0
369,48,3,0.5483,1983.68,0.5597,HOLD: Monitor Only,333.06,0.0
370,19,20,0.0703,97.04,0.5413,HOLD: Monitor Only,15.76,0.0
371,4,45,0.0929,2432.22,0.6219,HOLD: Monitor Only,453.75,0.0
372,35,12,0.1787,1416.48,0.3633,HOLD: Monitor Only,154.36,0.0
373,49,2,0.6525,371.92,0.5678,HOLD: Monitor Only,63.35,0.0
374,17,35,0.0548,2620.61,0.9774,DEPLOY: $15 VIP Win-Back Coupon,768.39,192.1
375,44,6,0.3575,583.72,0.241,HOLD: Monitor Only,42.21,0.0
376,28,21,0.0981,2279.34,0.8865,DEPLOY: $5 Standard Discount Email,606.17,151.54
377,30,9,0.2637,779.14,0.4706,HOLD: Monitor Only,109.99,0.0
378,29,6,0.3621,609.91,0.599,HOLD: Monitor Only,109.6,0.0
379,46,4,0.4977,1774.65,0.2823,HOLD: Monitor Only,150.31,0.0
380,6,14,0.1377,258.14,0.5668,HOLD: Monitor Only,43.9,0.0
381,35,14,0.1259,1637.55,0.2048,HOLD: Monitor Only,100.62,0.0
382,41,3,0.536,3978.68,0.2147,HOLD: Monitor Only,256.32,0.0
383,37,5,0.4333,8306.0,0.2397,HOLD: Monitor Only,597.22,0.0
384,24,23,0.0677,6676.05,0.1249,HOLD: Monitor Only,250.13,0.0
385,29,19,0.1263,9172.79,0.9669,DEPLOY: $15 VIP Win-Back Coupon,2660.64,665.16
386,49,1,0.7377,1047.69,0.2152,HOLD: Monitor Only,67.64,0.0
387,46,4,0.4733,528.71,0.6253,HOLD: Monitor Only,99.19,0.0
388,31,19,0.0994,4809.88,0.1714,HOLD: Monitor Only,247.31,0.0
389,35,11,0.1778,972.36,0.9388,DEPLOY: $5 Standard Discount Email,273.84,68.46
390,33,0,0.8483,1821.68,0.1575,HOLD: Monitor Only,86.1,0.0
391,52,1,0.7449,4430.38,0.1598,HOLD: Monitor Only,212.39,0.0
392,21,7,0.3339,20441.4,0.0563,HOLD: Monitor Only,345.24,0.0
393,32,0,0.8761,3410.32,0.1948,HOLD: Monitor Only,199.28,0.0
394,23,4,0.541,2312.59,0.8002,DEPLOY: $5 Standard Discount Email,555.14,138.78
395,33,5,0.4413,470.91,0.2499,HOLD: Monitor Only,35.3,0.0
396,3,20,0.1134,7355.67,0.9708,DEPLOY: $15 VIP Win-Back Coupon,2142.25,535.56
397,18,31,0.1085,2952.39,0.7586,DEPLOY: $15 VIP Win-Back Coupon,671.93,167.98
398,25,2,0.6225,1192.05,0.3751,HOLD: Monitor Only,134.14,0.0
399,42,4,0.4917,1053.1,0.2497,HOLD: Monitor Only,78.89,0.0
400,31,13,0.1543,1109.61,0.9854,DEPLOY: $5 Standard Discount Email,328.04,82.01
401,3,49,0.0674,1905.99,0.387,HOLD: Monitor Only,221.28,0.0
402,40,5,0.4333,313.94,0.8097,DEPLOY: $5 Standard Discount Email,76.26,19.07
403,46,0,0.8336,7798.04,0.2988,HOLD: Monitor Only,698.94,0.0
404,24,23,0.0756,6257.95,0.8791,DEPLOY: $15 VIP Win-Back Coupon,1650.49,412.62
405,50,1,0.7595,1478.84,0.4523,HOLD: Monitor Only,200.67,0.0
406,32,7,0.3039,1112.56,0.909,DEPLOY: $5 Standard Discount Email,303.4,75.85
407,47,6,0.3593,1758.45,0.5891,HOLD: Monitor Only,310.79,0.0
408,22,28,0.0431,2155.71,0.4257,HOLD: Monitor Only,275.28,0.0
409,23,6,0.3818,1261.28,0.3837,HOLD: Monitor Only,145.2,0.0
410,2,39,0.0771,5996.33,0.1695,HOLD: Monitor Only,304.99,0.0
411,27,12,0.142,327.36,0.9877,DEPLOY: $5 Standard Discount Email,97.0,24.25
412,42,5,0.4298,769.45,0.5989,HOLD: Monitor Only,138.26,0.0
413,2,17,0.094,4583.83,0.3901,HOLD: Monitor Only,536.38,0.0
414,26,1,0.7587,2668.13,0.0711,HOLD: Monitor Only,56.95,0.0
415,17,7,0.3252,799.95,0.7908,DEPLOY: $5 Standard Discount Email,189.79,47.45
416,40,10,0.2311,2923.57,0.1529,HOLD: Monitor Only,134.08,0.0
417,33,0,0.85,698.16,0.7394,DEPLOY: $5 Standard Discount Email,154.86,38.72
418,9,37,0.0756,1246.21,0.8461,DEPLOY: $5 Standard Discount Email,316.32,79.08
419,43,10,0.2695,6326.25,0.2198,HOLD: Monitor Only,417.18,0.0
420,48,3,0.5374,5539.73,0.6643,HOLD: Monitor Only,1103.94,0.0
421,39,11,0.1846,2555.2,0.9966,DEPLOY: $15 VIP Win-Back Coupon,763.93,190.98
422,29,10,0.2349,512.15,0.9877,DEPLOY: $5 Standard Discount Email,151.75,37.94
423,42,10,0.2122,1149.19,0.1566,HOLD: Monitor Only,54.0,0.0
424,26,9,0.2761,2029.93,0.0988,HOLD: Monitor Only,60.16,0.0
425,35,2,0.6645,10368.27,0.2494,HOLD: Monitor Only,775.66,0.0
426,50,0,0.8391,212.97,0.6626,HOLD: Monitor Only,42.33,0.0
427,25,26,0.0509,634.87,0.5174,HOLD: Monitor Only,98.54,0.0
428,24,2,0.6372,7004.61,0.5427,HOLD: Monitor Only,1140.32,0.0
429,13,30,0.061,9248.35,0.1478,HOLD: Monitor Only,409.96,0.0
430,7,14,0.1543,1662.94,0.5935,HOLD: Monitor Only,296.08,0.0
431,36,15,0.0893,11453.85,0.1005,HOLD: Monitor Only,345.45,0.0
432,45,0,0.8307,749.91,0.6554,HOLD: Monitor Only,147.45,0.0
433,20,10,0.2204,295.57,0.9632,DEPLOY: $5 Standard Discount Email,85.41,21.35
434,1,20,0.0739,4667.02,0.1488,HOLD: Monitor Only,208.27,0.0
435,8,10,0.1712,8549.65,0.1371,HOLD: Monitor Only,351.75,0.0
436,46,5,0.3901,8380.27,0.3832,HOLD: Monitor Only,963.49,0.0
437,16,34,0.0288,641.54,0.5973,HOLD: Monitor Only,114.96,0.0
438,14,21,0.082,2296.76,0.057,HOLD: Monitor Only,39.31,0.0
439,12,37,0.0444,4953.16,0.3689,HOLD: Monitor Only,548.17,0.0
440,51,2,0.63,2594.56,0.4027,HOLD: Monitor Only,313.44,0.0
441,23,13,0.1797,10256.1,0.117,HOLD: Monitor Only,359.95,0.0
442,15,23,0.0913,1112.03,0.9456,DEPLOY: $5 Standard Discount Email,315.45,78.86
443,28,17,0.1155,1661.14,0.4493,HOLD: Monitor Only,223.9,0.0
444,34,16,0.125,2400.49,0.9843,DEPLOY: $5 Standard Discount Email,708.84,177.21
445,2,31,0.0405,4910.18,0.7946,DEPLOY: $15 VIP Win-Back Coupon,1170.54,292.63
446,32,3,0.5454,1431.74,0.5212,HOLD: Monitor Only,223.87,0.0
447,23,22,0.0454,5502.3,0.4333,HOLD: Monitor Only,715.32,0.0
448,22,14,0.143,12401.21,0.9535,DEPLOY: $15 VIP Win-Back Coupon,3547.22,886.81
449,51,2,0.6584,970.99,0.7454,DEPLOY: $5 Standard Discount Email,217.12,54.28
450,25,25,0.0959,1483.87,0.0796,HOLD: Monitor Only,35.45,0.0
451,22,2,0.6378,5775.1,0.2999,HOLD: Monitor Only,519.59,0.0
452,22,2,0.6525,18270.34,0.0363,HOLD: Monitor Only,199.07,0.0
453,49,4,0.4319,3878.3,0.0586,HOLD: Monitor Only,68.17,0.0
454,52,0,0.8413,703.82,0.4095,HOLD: Monitor Only,86.46,0.0
455,42,9,0.2483,2293.44,0.2935,HOLD: Monitor Only,201.96,0.0
456,6,18,0.1336,5722.91,0.1908,HOLD: Monitor Only,327.54,0.0
457,15,24,0.0797,681.92,0.8211,DEPLOY: $5 Standard Discount Email,167.98,41.99
458,43,3,0.57,495.69,0.8028,DEPLOY: $5 Standard Discount Email,119.37,29.84
459,37,10,0.2374,1195.14,0.9517,DEPLOY: $5 Standard Discount Email,341.22,85.3
460,33,1,0.7395,3990.05,0.4309,HOLD: Monitor Only,515.84,0.0
461,8,9,0.288,349.65,0.8393,DEPLOY: $5 Standard Discount Email,88.04,22.01
462,44,8,0.2448,787.06,0.4932,HOLD: Monitor Only,116.46,0.0
463,44,3,0.563,2510.89,0.4063,HOLD: Monitor Only,306.09,0.0
464,5,47,0.0733,6691.7,0.0819,HOLD: Monitor Only,164.35,0.0
465,39,2,0.6048,2561.26,0.3207,HOLD: Monitor Only,246.46,0.0
466,4,22,0.0963,2834.5,0.2298,HOLD: Monitor Only,195.39,0.0
467,6,23,0.0602,6038.47,0.987,DEPLOY: $15 VIP Win-Back Coupon,1788.03,447.01
468,45,1,0.7408,12292.07,0.0254,HOLD: Monitor Only,93.51,0.0
469,32,4,0.4734,10749.5,0.0873,HOLD: Monitor Only,281.48,0.0
470,52,0,0.8692,156.08,0.5412,HOLD: Monitor Only,25.34,0.0
471,30,4,0.4833,2033.82,0.3772,HOLD: Monitor Only,230.13,0.0
472,47,2,0.6596,5404.67,0.1229,HOLD: Monitor Only,199.32,0.0
473,35,11,0.2123,13901.39,0.4763,HOLD: Monitor Only,1986.28,0.0
474,40,1,0.7227,3901.76,0.3429,HOLD: Monitor Only,401.39,0.0
475,52,1,0.7486,644.82,0.6286,HOLD: Monitor Only,121.59,0.0
476,16,19,0.083,755.65,0.7096,DEPLOY: $5 Standard Discount Email,160.87,40.22
477,13,37,0.0544,781.46,0.3771,HOLD: Monitor Only,88.4,0.0
478,50,0,0.8439,2615.01,0.748,DEPLOY: $15 VIP Win-Back Coupon,586.81,146.7
479,42,10,0.2465,1016.59,0.6762,HOLD: Monitor Only,206.23,0.0
480,30,10,0.2393,46.82,0.4521,HOLD: Monitor Only,6.35,0.0
481,19,17,0.1119,439.68,0.674,HOLD: Monitor Only,88.9,0.0
482,17,26,0.0525,1060.93,0.365,HOLD: Monitor Only,116.18,0.0
483,19,17,0.0871,352.49,0.9909,DEPLOY: $5 Standard Discount Email,104.79,26.2
484,28,23,0.0781,421.48,0.0078,HOLD: Monitor Only,0.98,0.0
485,26,22,0.0669,21187.46,0.1918,HOLD: Monitor Only,1219.13,0.0
486,37,10,0.1909,1789.43,0.3231,HOLD: Monitor Only,173.47,0.0
487,26,20,0.0632,1137.58,0.2915,HOLD: Monitor Only,99.49,0.0
488,23,11,0.2362,4027.14,0.1023,HOLD: Monitor Only,123.63,0.0
489,9,4,0.4758,7152.97,0.2149,HOLD: Monitor Only,461.14,0.0
490,12,22,0.1011,26601.92,0.0525,HOLD: Monitor Only,419.05,0.0
491,1,40,0.0449,13994.89,0.7432,DEPLOY: $15 VIP Win-Back Coupon,3120.45,780.11
492,1,24,0.0967,3046.57,0.9963,DEPLOY: $15 VIP Win-Back Coupon,910.57,227.64
493,47,0,0.8733,287.33,0.6659,HOLD: Monitor Only,57.4,0.0
494,34,9,0.2409,542.95,0.752,DEPLOY: $5 Standard Discount Email,122.49,30.62
495,32,21,0.0445,1116.29,0.7825,DEPLOY: $5 Standard Discount Email,262.06,65.52
496,48,2,0.6046,3320.52,0.3755,HOLD: Monitor Only,374.1,0.0
497,25,0,0.8338,2024.71,0.0777,HOLD: Monitor Only,47.21,0.0
498,40,6,0.413,308.7,0.6085,HOLD: Monitor Only,56.35,0.0
499,45,3,0.5519,249.11,0.8278,DEPLOY: $5 Standard Discount Email,61.87,15.47
500,1,0,0.8529,2467.13,0.1858,HOLD: Monitor Only,137.49,0.0
501,16,14,0.174,2088.18,0.7095,DEPLOY: $5 Standard Discount Email,444.47,111.12
502,39,7,0.3322,1405.5,0.776,DEPLOY: $5 Standard Discount Email,327.2,81.8
503,5,11,0.2052,3227.66,0.1594,HOLD: Monitor Only,154.33,0.0
504,22,21,0.0967,8072.15,0.8727,DEPLOY: $15 VIP Win-Back Coupon,2113.43,528.36
505,29,21,0.0901,2623.02,0.9794,DEPLOY: $15 VIP Win-Back Coupon,770.67,192.67
506,3,49,0.0485,584.07,0.3571,HOLD: Monitor Only,62.57,0.0
507,12,16,0.1081,18002.46,0.9656,DEPLOY: $15 VIP Win-Back Coupon,5215.09,1303.77
508,26,13,0.1654,1463.27,0.1764,HOLD: Monitor Only,77.42,0.0
509,16,13,0.1857,1919.84,0.8772,DEPLOY: $5 Standard Discount Email,505.22,126.31
510,51,1,0.7742,825.19,0.5312,HOLD: Monitor Only,131.49,0.0
511,37,15,0.1402,498.05,0.7863,DEPLOY: $5 Standard Discount Email,117.48,29.37
512,22,0,0.8651,549.17,0.3918,HOLD: Monitor Only,64.55,0.0
513,29,22,0.0849,421.85,0.5695,HOLD: Monitor Only,72.08,0.0
514,14,14,0.1462,48.82,0.9852,DEPLOY: $5 Standard Discount Email,14.43,3.61
515,28,11,0.2139,1498.9,0.7216,DEPLOY: $5 Standard Discount Email,324.49,81.12
516,5,39,0.0761,6787.37,0.0652,HOLD: Monitor Only,132.73,0.0
517,47,5,0.4102,554.92,0.9682,DEPLOY: $5 Standard Discount Email,161.18,40.29
518,49,3,0.5311,39002.67,0.1899,HOLD: Monitor Only,2221.77,0.0
519,30,5,0.4172,9543.86,0.2665,HOLD: Monitor Only,762.89,0.0
520,46,2,0.6469,1768.93,0.5046,HOLD: Monitor Only,267.8,0.0
521,52,1,0.756,476.61,0.6563,HOLD: Monitor Only,93.85,0.0
522,5,25,0.049,266.0,0.8105,DEPLOY: $5 Standard Discount Email,64.67,16.17
523,12,29,0.0106,1577.47,0.6301,HOLD: Monitor Only,298.19,0.0
524,16,12,0.1721,1962.05,0.992,DEPLOY: $5 Standard Discount Email,583.92,145.98
525,26,12,0.1784,1414.79,0.0337,HOLD: Monitor Only,14.32,0.0
526,26,1,0.7153,6523.64,0.0198,HOLD: Monitor Only,38.72,0.0
527,48,4,0.4739,10899.79,0.1897,HOLD: Monitor Only,620.26,0.0
528,21,1,0.7559,3188.19,0.3706,HOLD: Monitor Only,354.5,0.0
529,39,3,0.5617,3400.78,0.2546,HOLD: Monitor Only,259.79,0.0
530,36,10,0.2354,1238.1,0.8269,DEPLOY: $5 Standard Discount Email,307.15,76.79
531,33,7,0.3228,1797.4,0.5608,HOLD: Monitor Only,302.4,0.0
532,30,11,0.1886,2963.01,0.9393,DEPLOY: $15 VIP Win-Back Coupon,834.97,208.74
533,37,7,0.3227,1236.34,0.3441,HOLD: Monitor Only,127.61,0.0
534,23,10,0.2385,3995.87,0.3384,HOLD: Monitor Only,405.72,0.0
535,10,21,0.0545,509.07,0.2567,HOLD: Monitor Only,39.21,0.0
536,5,19,0.1293,750.96,0.9614,DEPLOY: $5 Standard Discount Email,216.6,54.15
537,36,7,0.3414,514.76,0.4808,HOLD: Monitor Only,74.24,0.0
538,34,7,0.3192,810.5,0.1358,HOLD: Monitor Only,33.02,0.0
539,52,1,0.7548,1280.82,0.6509,HOLD: Monitor Only,250.12,0.0
540,31,16,0.147,6216.17,0.9951,DEPLOY: $15 VIP Win-Back Coupon,1855.72,463.93
541,10,19,0.0897,1900.21,0.7494,DEPLOY: $5 Standard Discount Email,427.18,106.8
542,19,15,0.13,387.16,0.4383,HOLD: Monitor Only,50.91,0.0
543,32,13,0.1937,336.18,0.8295,DEPLOY: $5 Standard Discount Email,83.66,20.92
544,1,42,0.0938,1097.51,0.3481,HOLD: Monitor Only,114.62,0.0
545,5,6,0.3758,4921.07,0.5733,HOLD: Monitor Only,846.37,0.0
546,45,7,0.3068,9735.87,0.5686,HOLD: Monitor Only,1660.62,0.0
547,4,47,0.0413,268.03,0.2915,HOLD: Monitor Only,23.44,0.0
548,16,26,0.0869,2826.58,0.5724,HOLD: Monitor Only,485.37,0.0
549,24,20,0.0692,1116.28,0.4439,HOLD: Monitor Only,148.65,0.0
550,16,22,0.0753,1225.29,0.7763,DEPLOY: $5 Standard Discount Email,285.34,71.34
551,2,23,0.0812,504.17,0.9928,DEPLOY: $5 Standard Discount Email,150.15,37.54
552,49,0,0.8315,1388.42,0.382,HOLD: Monitor Only,159.1,0.0
553,28,2,0.6646,477.7,0.5892,HOLD: Monitor Only,84.44,0.0
554,32,18,0.1176,1314.19,0.6025,HOLD: Monitor Only,237.54,0.0
555,27,19,0.1365,7171.78,0.0145,HOLD: Monitor Only,31.14,0.0
556,20,16,0.1382,3856.38,0.2875,HOLD: Monitor Only,332.56,0.0
557,24,14,0.1287,17970.77,0.9943,DEPLOY: $15 VIP Win-Back Coupon,5360.27,1340.07
558,12,30,0.0695,3400.33,0.4572,HOLD: Monitor Only,466.41,0.0
559,50,2,0.6624,2229.25,0.1879,HOLD: Monitor Only,125.65,0.0
560,35,7,0.3507,3510.36,0.1515,HOLD: Monitor Only,159.52,0.0
561,33,14,0.1324,712.69,0.7287,DEPLOY: $5 Standard Discount Email,155.8,38.95
562,33,20,0.0719,147.93,0.2425,HOLD: Monitor Only,10.76,0.0
563,51,1,0.7158,4700.41,0.2526,HOLD: Monitor Only,356.18,0.0
564,43,3,0.5922,209.68,0.8861,DEPLOY: $5 Standard Discount Email,55.74,13.94
565,37,6,0.3877,6946.0,0.2905,HOLD: Monitor Only,605.38,0.0
566,12,11,0.1872,4451.41,0.3072,HOLD: Monitor Only,410.3,0.0
567,3,48,0.0531,652.35,0.0078,HOLD: Monitor Only,1.52,0.0
568,1,16,0.1201,1071.37,0.4079,HOLD: Monitor Only,131.11,0.0
569,33,9,0.2379,1783.18,0.3957,HOLD: Monitor Only,211.7,0.0
570,40,13,0.1645,597.88,0.9547,DEPLOY: $5 Standard Discount Email,171.23,42.81
571,10,28,0.0658,3458.62,0.8511,DEPLOY: $15 VIP Win-Back Coupon,883.1,220.78
572,43,2,0.6813,3844.52,0.9357,DEPLOY: $15 VIP Win-Back Coupon,1079.16,269.79
573,44,1,0.7255,320.04,0.4581,HOLD: Monitor Only,43.98,0.0
574,29,17,0.0783,673.35,0.792,DEPLOY: $5 Standard Discount Email,159.99,40.0
575,13,6,0.3543,1729.92,0.5188,HOLD: Monitor Only,269.26,0.0
576,12,33,0.0378,7106.01,0.0493,HOLD: Monitor Only,105.07,0.0
577,31,19,0.0877,3955.02,0.5778,HOLD: Monitor Only,685.57,0.0
578,46,1,0.7176,110.27,0.5354,HOLD: Monitor Only,17.71,0.0
579,2,37,0.0696,1273.61,0.6881,HOLD: Monitor Only,262.92,0.0
580,51,1,0.7162,3188.19,0.4136,HOLD: Monitor Only,395.56,0.0
581,50,3,0.5605,692.32,0.9876,DEPLOY: $5 Standard Discount Email,205.12,51.28
582,35,14,0.188,630.87,0.8915,DEPLOY: $5 Standard Discount Email,168.73,42.18
583,23,4,0.5001,737.79,0.4918,HOLD: Monitor Only,108.86,0.0
584,17,19,0.1053,1249.41,0.9806,DEPLOY: $5 Standard Discount Email,367.53,91.88
585,26,2,0.6798,558.41,0.5623,HOLD: Monitor Only,94.2,0.0
586,8,36,0.0785,3991.48,0.8454,DEPLOY: $15 VIP Win-Back Coupon,1012.31,253.08
587,29,24,0.0832,643.65,0.3307,HOLD: Monitor Only,63.87,0.0
588,26,7,0.3237,521.45,0.7864,DEPLOY: $5 Standard Discount Email,123.02,30.76
589,10,7,0.3295,1120.54,0.3554,HOLD: Monitor Only,119.46,0.0
590,26,7,0.3285,10664.76,0.2391,HOLD: Monitor Only,764.85,0.0
591,34,11,0.1956,3395.94,0.6807,HOLD: Monitor Only,693.49,0.0
592,51,2,0.6469,3665.19,0.2761,HOLD: Monitor Only,303.6,0.0
593,41,7,0.337,2549.12,0.3316,HOLD: Monitor Only,253.62,0.0
594,7,10,0.2036,580.35,0.7888,DEPLOY: $5 Standard Discount Email,137.33,34.33
595,4,45,0.0836,838.76,0.9912,DEPLOY: $5 Standard Discount Email,249.42,62.35
596,50,3,0.5683,684.03,0.5926,HOLD: Monitor Only,121.6,0.0
597,45,7,0.3247,6700.06,0.3751,HOLD: Monitor Only,753.98,0.0
598,11,28,0.0664,2577.06,0.5781,HOLD: Monitor Only,446.91,0.0
599,29,23,0.094,244.5,0.88,DEPLOY: $5 Standard Discount Email,64.55,16.14
600,36,9,0.2281,10333.89,0.9933,DEPLOY: $15 VIP Win-Back Coupon,3079.53,769.88
601,25,6,0.3732,1213.98,0.6814,HOLD: Monitor Only,248.18,0.0
602,21,27,0.0402,3960.22,0.1808,HOLD: Monitor Only,214.81,0.0
603,36,16,0.1757,6392.02,0.1501,HOLD: Monitor Only,287.77,0.0
604,10,35,0.057,83.56,0.4355,HOLD: Monitor Only,10.92,0.0
605,37,12,0.1587,3119.78,0.6699,HOLD: Monitor Only,626.94,0.0
606,9,31,0.1296,1335.3,0.0689,HOLD: Monitor Only,27.62,0.0
607,24,3,0.5494,98.86,0.6181,HOLD: Monitor Only,18.33,0.0
608,35,4,0.4849,464.5,0.5711,HOLD: Monitor Only,79.58,0.0
609,49,1,0.7358,1047.82,0.7997,DEPLOY: $5 Standard Discount Email,251.37,62.84
610,35,3,0.5431,4987.96,0.3618,HOLD: Monitor Only,541.33,0.0
611,48,1,0.7435,1463.4,0.041,HOLD: Monitor Only,17.99,0.0
612,36,5,0.3837,2159.75,0.9571,DEPLOY: $5 Standard Discount Email,620.1,155.03
613,18,23,0.0971,1179.26,0.9979,DEPLOY: $5 Standard Discount Email,353.04,88.26
614,49,1,0.716,6670.73,0.2626,HOLD: Monitor Only,525.45,0.0
615,39,14,0.1397,3378.67,0.0879,HOLD: Monitor Only,89.1,0.0
616,32,10,0.2435,2198.27,0.3624,HOLD: Monitor Only,239.02,0.0
617,24,27,0.0598,458.63,0.1912,HOLD: Monitor Only,26.31,0.0
618,23,13,0.1605,2087.68,0.1823,HOLD: Monitor Only,114.16,0.0
619,32,4,0.4688,40000.0,0.112,HOLD: Monitor Only,1343.59,0.0
620,37,5,0.4698,4695.32,0.1178,HOLD: Monitor Only,165.88,0.0
621,12,9,0.268,744.56,0.0258,HOLD: Monitor Only,5.76,0.0
622,49,2,0.621,16696.46,0.3011,HOLD: Monitor Only,1508.34,0.0
623,13,22,0.0831,706.22,0.6576,HOLD: Monitor Only,139.33,0.0
624,23,16,0.0995,4260.6,0.3118,HOLD: Monitor Only,398.48,0.0
625,25,0,0.8844,1710.53,0.3546,HOLD: Monitor Only,181.99,0.0
626,35,9,0.2614,2249.71,0.148,HOLD: Monitor Only,99.9,0.0
627,41,8,0.2714,2351.0,0.9076,DEPLOY: $5 Standard Discount Email,640.16,160.04
628,30,22,0.0935,1343.34,0.6136,HOLD: Monitor Only,247.3,0.0
629,17,33,0.0501,1133.19,0.6394,HOLD: Monitor Only,217.38,0.0
630,49,0,0.8242,372.34,0.5938,HOLD: Monitor Only,66.33,0.0
631,20,21,0.0919,468.71,0.9327,DEPLOY: $5 Standard Discount Email,131.15,32.79
632,48,4,0.4961,2699.32,0.1385,HOLD: Monitor Only,112.13,0.0
633,25,24,0.0946,796.91,0.4664,HOLD: Monitor Only,111.51,0.0
634,22,15,0.1356,606.67,0.5618,HOLD: Monitor Only,102.25,0.0
635,13,17,0.1146,40000.0,0.2648,HOLD: Monitor Only,3177.05,0.0
636,19,11,0.2068,35854.15,0.4954,HOLD: Monitor Only,5328.19,0.0
637,49,0,0.8819,3630.0,0.0743,HOLD: Monitor Only,80.97,0.0
638,36,14,0.1418,4297.61,0.7541,DEPLOY: $15 VIP Win-Back Coupon,972.27,243.07
639,12,41,0.0611,682.05,0.4437,HOLD: Monitor Only,90.78,0.0
640,41,6,0.3876,436.03,0.8078,DEPLOY: $5 Standard Discount Email,105.67,26.42
641,19,12,0.1892,1201.83,0.6543,HOLD: Monitor Only,235.92,0.0
642,12,16,0.1156,1808.69,0.9628,DEPLOY: $5 Standard Discount Email,522.4,130.6
643,9,31,0.0601,4254.33,0.199,HOLD: Monitor Only,253.98,0.0
644,7,8,0.2891,201.06,0.6803,HOLD: Monitor Only,41.03,0.0
645,28,7,0.3691,23782.29,0.129,HOLD: Monitor Only,920.43,0.0
